"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"3029","Aitken (Fashion)","","3029","Fashion","","1988","K#000000; R#8C0000;","R/8 K4 R40 K32 B24 K4 B4 Y/10","Count C. 1988 from a modern blanket purchsed in NZ and labelled 'Aitken'. Owner Peter Aitken, 18 Edna Street, Christchurch, NZ.","http://www.tartansauthority.com/tartan-ferret/display/3029/"
"3031","Allanton Dress (Fashion)","","3031","Fashion","MacArthur & Co., D","1980","A#5C8CA8; Y#E8C000; B#2C2C80; G#006818; W#E0E0E0;","G/8 A34 Y4 B28 W56 G/8","Fashion check from D MacArthur of Darvel, Ayrshire.","http://www.tartansauthority.com/tartan-ferret/display/3031/"
"3032","Allanton (Fashion)","","3032","Fashion","MacArthur & Co., D","1980-81","A#5C8CA8; Y#E8C000; B#2C2C80; G#006818; W#E0E0E0;","A/8 G32 Y4 B14 A56 W/8","Fashion check from D MacArthur of Darvel.","http://www.tartansauthority.com/tartan-ferret/display/3032/"
"3033","Alabama (Fashion)","","3033","American; Fashion","Akins, Steven L.","pre 2002","DN#5C5C5C; R#C80000; G#006818; LN#C0C0C0; K#101010; MY#D09800;","R/6 LN16 K18 G32 R24 DN24 MY/6","It's designer Steven L Akins possibly hoped this would be taken up by the state of Alabama but that was not to be and this remains a fashion tartan.","http://www.tartansauthority.com/tartan-ferret/display/3033/"
"3040","Arctic (District)","","3040","District","Jones, Ros","pre 2002","FSB#2474E8; R#C80000; RB#1C0070; AG#00643C; LN#C0C0C0; K#101010; CW#FCFCFC;","FSB4 CW24 LN4 CW4 LN8 R8 AG8 K8 CW4 FSB8 RB64 CW4 RB64 FSB8 CW4 K8 AG8 R8 LN8 CW4 LN4 CW24","Asymmetric. Another design from Ros Jones of Celtic Originals on the Isle of Mull. ""The Antarctic tartan inspired the creation of the Arctic tartan. Almost identical in colours, (the Antarctic has yellow instead of green) and mirrored in geographical design, they are twin tartans, 'poles apart' in geography and wildlife and yet 'poles together' in what they symbolise and the conservation issues that they are designed to help. This tartan was authorised by the W.W.F - World Wide Fund for nature."" From Ros Jones' website www.celtictartans.com.","http://www.tartansauthority.com/tartan-ferret/display/3040/"
"3041","Ardmore (Fashion)","","3041","Canadian; Fashion","West Coast Woollen Mills","1978","DN#5C5C5C; K#101010; W#E0E0E0; FG#A07C58;","DN/16 K4 DN12 FG32 W4 K16 FG4 K/42","Made for Aljean. Aljean - women's clothes retailer in Vancouver Canada traded under Aljean name from 1950-2012.","http://www.tartansauthority.com/tartan-ferret/display/3041/"
"3042","Anzac (Fashion)","","3042","Fashion; New; Zealand","Timely Marketing","2000 March","LN#C0C0C0; K#101010; E#4C3428; G#006818;","G/8 K52 LN16 E8 LN16 K16 LN8 K/84","Designed by Timely Marketing Promotions, Christchurch, New Zealand as a commercial fashion sett.","http://www.tartansauthority.com/tartan-ferret/display/3042/"
"3043","Auckland (Fashion)","Aukland","3043","Fashion; New; Zealand","Urquhart, Blair","1999","LN#C0C0C0; DG#003820; K#101010; B#2C2C80;","DG/6 K6 B4 K32 B4 K4 B48 LN/4","Designed by the House of Tartan for Timely Marketing & Promotions Ltd, PO Box 28168, Christchurch, NZ. This company appears to have gone out of business (July 2005) without ever promoting the tartan.","http://www.tartansauthority.com/tartan-ferret/display/3043/"
"3044","Toronto Fire Services (Corporate)","Toronto Fire Services Pipes & Dr","3044","Canadian; Corporate","Lochcarron of Scotland","2000 April","DW#C8C8C8; K#000000; DR#8C0000; DB#202060; MY#C88C00;","K/8 DR4 DW4 DR56 DB54 DR4 K4 MY/4","5th January 2000. Lochcarron swatch. The blue should be almost black.","http://www.tartansauthority.com/tartan-ferret/display/3044/"
"3045","Orlando, City of (District)","","3045","American; District","Brecheen, Eva","pre 2000","YY#FCCC00; B#2C2C80; R#C80000; G#006818;","B/48 YY4 G64 B4 G4 B56 G12 B56 R/8","One of four Orlando tartans designed by the late Eva Brecheen for Orlando, Florida or organisations in Orlando. The sett is the same in each but Eva cleverly just changed the ground colour in each - green for the basic City tartan, white for the dress, red for the fire department and blue for the police. ""It is with great sorrow we announce that at 1742 hrs 28 Sept. 2001, Lake County Fire dispatch sounded a final page for firefighter Eva Brecheen of Montverde who passed away 22 Sept. after a valiant 18 month battle with cancer.She will be greatly missed. She is survived by her husband Glen and 6 children. Her memorial service was attended by 300+ people including a dozen firefighters from 4 departments, 5 fire vehicles and a piper from the Central Fla. Police Pipe Band.The family has asked in lieu of flowers that donations be made to the New York Firefighters Sept. 11 Disaster Relief Fund. Eva was a member of Clan Ramsay for almost 20 years.""","http://www.tartansauthority.com/tartan-ferret/display/3045/"
"3050","Alexander Brothers - 1993 (Corp.)","","3050","Corporate","Geoffrey (Tailor) Highland Crafts","1994","DN#646C64; DW#B0B0B0; K#000000; DR#8C0000;","DR/30 DN40 DW12 K8 DN20 DW44 K56 DN12 DR12 DW44 DN12 DR4 DW24 K4 DW6 DN/20","One of two tartan ascribed to the Alexander Brothers (see also 7423). Designed by Geoffrey (Tailor), Edinburgh, for the entertainers The Alexander Brothers. Count needs checking.","http://www.tartansauthority.com/tartan-ferret/display/3050/"
"3051","MacFarlane B & W (Clan)","Wallace Dress, Lendrum","3051","Clan; Family","Vestiarium Scoticum","1842","WW#FCFCFC; K#101010;","K/28 WW24 K4 WW/24","This tartan is unnamed in the Highland Society of London Collection (original has a much smaller sett). A sample in the Inverness Museum and also in the MacGregor Hastie Collection is labelled Wallace Dress. It's also known as the Lendrum or Black and White MacFarlane. There is an alternative MacFarlane B & W on record with a slightly different thread count. Sample in STA Dalgety Collection.","http://www.tartansauthority.com/tartan-ferret/display/3051/"
"3066","Connell (Personal?)","","3066","Personal","","pre 2002","K#101010; R#C80000; G#006818;","K/4 R12 G48 R4 G8 R/8","This could be either a major variation from the accepted Connel (#1854) or a personal tartan designed by Dalgeish.","http://www.tartansauthority.com/tartan-ferret/display/3066/"
"3067","Tennessee State (US State)","","3067","American; State","Heart of Tennessee Scottish Celebration + other Scottish socs.i","1999","R#C80000; B#2C2C80; W#E0E0E0; G#006818;","R/8 B48 W4 B4 G4 R4 G28 B4 G48 W/4","Official state tartan. recorded by Phil Smith from a kilt at the Grandfather Mountain Highland Games, 1999. This ties in with the tartan displayed on the Tennessee Highland Game website. Colour choice explained as follows: Green for Agriculture; Blue for the Smoky Mountains; Purple for the State Flower the Iris; Red for Sacrifices of Veterans & Pioneers of the Volunteer State; White to symbolize the 3 Grand Divisions of the State of Tennessee. Notes from Sates Symbols USA website: ""Adopted as the official state tartan of Tennessee in 1999. The tartan was created by the Heart of Tennessee Scottish Celebration in conjunction with all the other Scottish societies in Tennessee. The tartan uses the colors natural white, dark green, purple, red, and dark blue.""","http://www.tartansauthority.com/tartan-ferret/display/3067/"
"3068","Maine Dirigo (Fashion)","","3068","American; Fashion","","2001","B#2C2C80; R#C80000; LSB#98C8E8; G#006818;","B/16 LSB4 G16 R8 G56 B8 G4 B4 LSB4 B4 LSB52 R4 G/4","Due to ""copyright issues"" surrounding the Maine tartan, in 2001 the St. Andrew's Society of Maine decided to create a new tartan for the state, which they call the Maine Dirigo tartan Dirigo is the state motto, and means ""I lead."" They contacted state officials, who after research, could find no record of the original Maine tartan ever having been officially adopted. So a move was put forward to have the new Maine Dirigo tartan adopted as the official tartan of the state. The STA was subsequently led to believe that it was ""adopted as the state tartan on 15th January 2001 in State House, Augusta, Maine."" However, further research in 2007 showed that this was incorrect and although it may have been submitted on that date, a decision was not formally made until February 13 of that year, and that decision was ""Ought Not to Pass."" We thus have the situation where there are two contenders for the position of Maine Tartan and neither have been approved by the state legislators. The State of Maine tartan copyright holders are insistent that theirs is official and it does appear on some websites as one of the State's many official symbols . . . but the facts now suggest otherwise. 'Use and wont' may well decide in favour of the original State of Maine contender at #502.","http://www.tartansauthority.com/tartan-ferret/display/3068/"
"3070","Kinloch Anderson #2 (Corporate)","","3070","Corporate","Kinloch Anderson Ltd","pre 2002","OG#5C6428; K#101010; DR#880000; RB#1C0070; FG#A07C58;","DR/8 RB8 DR4 RB24 K12 OG6 K12 FG4 OG8 FG4 OG28 DR/8","Corporate house tartan for Kinloch Anderson of Edinburgh. Slightly different version from #1. Not known which is correct at this stage.","http://www.tartansauthority.com/tartan-ferret/display/3070/"
"3072","Kelly of Sleat (Name)","","3072","Name","Smith, Dr. Phil","1995","P#780078; K#101010; DR#880000; G#006818; W#E0E0E0;","DR/8 K8 DR56 P8 G8 K20 G8 P8 G8 P16 K2 W/6","Designed by Phil Smith for the Kelly of Sleat Family associated with Clan Donald at the request of Dr Douglas Kelly, Chaplain of the Grandfather Mountain Highland Games. As the Dress version but with a more muted red ground. Sample in STA Johnston Collection. For North American customers it is being woven by Fraser & Kirkbright of Vancouver. There was a version woven initially by D C Dalgliesh of Selkirk but he changed a colour and it was far too bright (Phil Smith, Aug 2005).","http://www.tartansauthority.com/tartan-ferret/display/3072/"
"3074","Schranz-Gritte (Corporate)","","3074","Corporate; Swiss","","2000","K#101010; O#D87C00;","K/4 O6 K4 O8 K10 O/48","Count estimated from a photograph. The orange needs to be brighter - almost day-glow!","http://www.tartansauthority.com/tartan-ferret/display/3074/"
"3075","Wine Watch (Fashion)","MacDevitt","3075","American; Fashion","Sachs, Gloria","circa 1970","K#101010; B#2C2C80; WR#800030;","B/44 K4 B4 K4 B4 K32 WR32 K4 WR32 K32 B32 K4 B/4","A variation of Black Watch by an American fashion designer called Gloria Sachs who dealt with Mr John Bain of Peter MacArthur's of Hamilton. This is a duplicate of 3347 MacDevitt from Pendleton Woolen Mill. That may be a coincidence or Gloria Sachs may have had connections with Pendleton.","http://www.tartansauthority.com/tartan-ferret/display/3075/"
"3080","Commonwealth Games 1998 (Corporate)","Malay 98","3080","Fashion","Edinburgh Woollen Mill","pre 2002","P#780078; AZ#788CB4; G#006818; Y#C88C00; RO#B42864; DCR#A00048;","G/20 RO4 G4 DCR8 G32 P32 DCR4 AZ36 Y4 AZ16 DCR/6","Designed by the Edinburgh Woollen Mill for the Scottish Team at the 1998 Commonwealth Games in Malaysia and then also sold to the general public as 'Malay 98'.","http://www.tartansauthority.com/tartan-ferret/display/3080/"
"3085","Isle of Gigha (District)","","3085","District","Ker, Janette","2002","GO#202060; DG#202060; K#A00048; DB#BC8C00; C#101010;","GO/8 DB32 K32 DG32 C8 DG32 DB/16","The Isle of Gigha was bought by the Islanders and one them - Janette Ker of Johnstons of Elgin - thought it would be an excellent idea if the island had its own tartan. She and Johnstons got together and the Tartans Authority happily Recorded the new tartan free of charge and it was presented to the Islanders on Gigha on June 26th 2002. Colours lightened to show sett.","http://www.tartansauthority.com/tartan-ferret/display/3085/"
"3086","Lendrum (B&W) (Clan)","Wallace Dress, B&W, Lendrum","3086","Clan; Family","Vestiarium Scoticum","1842","WW#FCFCFC; K#101010;","K/28 WW24 K4 WW/24","This tartan is unnamed in the Highland Society of London Collection (original has a much smaller sett). A sample in the Inverness Museum and also in the MacGregor Hastie Collection is labelled Wallace Dress. It's also known as the Lendrum or Black and White MacFarlane. Sample in STA Dalgety Collection.","http://www.tartansauthority.com/tartan-ferret/display/3086/"
"3088","Pearl O' the Tay (Corporate)","","3088","Corporate","House of Edgar - Macnaughton Holdings Ltd.","2002","WW#FCFCFC; P#780078; C#A00048; G#006818; NB#003C64; K#101010;","NB/12 G6 NB6 WW4 NB10 K4 NB6 K4 P32 C6 K/4","Designed by Claire Donaldson of House of Edgar for John Patterson of Strathearn Kiltmakers in Perth, Scotland for retail purposes and his kilthire business.","http://www.tartansauthority.com/tartan-ferret/display/3088/"
"3089","Fernie (Personal)","","3089","Personal","Fernie, Peter","2002","DWR#800028; WW#FCFCFC; AK#1C1C1C; AR#E86000; N#888888;","DWR/50 AK10 AR4 DWR24 N2 WW2 N2 DWR24 AR4 AK/10","No details - House of Tartan production.","http://www.tartansauthority.com/tartan-ferret/display/3089/"
"3090","Orlando Fire Department (Corporate)","","3090","American; Corporate","Brecheen, Eva","pre 2002","Y#E8C000; B#2C2C80; R#C80000;","B/48 Y4 R64 B4 R4 B56 R12 B56 Y/4","One of four Orlando tartans designed by the late Eva Brecheen for Orlando, Florida or organisations in Orlando. The sett is the same in each but the late Eva Brecheen cleverly changed the ground colour in each - green for the basic City tartan, white for the dress, red for the fire department and blue for the police. ""It is with great sorrow we announce that at 1742 hrs 28 Sept. 2001, Lake County Fire dispatch sounded a final page for firefighter Eva Brecheen of Montverde who passed away 22 Sept. after a valiant 18 month battle with cancer.She will be greatly missed. She is survived by her husband Glen and 6 children. Her memorial service was attended by 300+ people including a dozen firefighters from 4 departments, 5 fire vehicles and a piper from the Central Fla. Police Pipe Band.The family has asked in lieu of flowers that donations be made to the New York Firefighters Sept. 11 Disaster Relief Fund. Eva was a member of Clan Ramsay for almost 20 years.""","http://www.tartansauthority.com/tartan-ferret/display/3090/"
