"Source", "Source ID", "Type", "Category", "Name", "Threadcount" 
"House of Tartan", "7427", "STA P", "Personal", "Four Quarters", "W=E0E0E0WHITE;P=780078PURPLE;Y=E8C000YELLOW;R=C80000RED;B=2C2C80BLUE;G=006818GREEN; W/14P4W2Y14W2P4W2R22W2P4W2B28W2P4W2G26W2P14W/14"
"House of Tartan", "1777", "STA P", "Family", "Frame", "WR=840030WINE RED;B=2C2C80BLUE;R=C80000BASIC RED;W=E0E0E0WHITE; W/8B28R2B2W2B2R2B28R28B2R2W/2"
"House of Tartan", "2305", "STA R", "Ger", "Franconian District", "RB=000064NAVY;G=007800GREEN;DR=8C0000RED;MY=C88C00YELLOW;DW=C8C8C8WHITE;SB=788CB4AZURE;K=101010BLACK;FSB=2474E8FS BLUE;WW=F8F8F8WILSON WHITE;Y=E8C000YELLOW;R=C80000RED; FSB10RB8G8RB8G44RB8G8RB8G8RB44R10RB10Y10RB44G8RB8G8RB8G44RB8G8RB8FSB10RB44G10R10G8WW10G8R10G14RB44"
"House of Tartan", "616", "STA P", "Clan", "Fraser Arisaid", "NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED; NB/6W4NB20WR20W64WR20W4NB6W4NB/28"
"House of Tartan", "2361", "STA P", "Trade", "Fraser Gathering", "DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R48G4DB10R8G22R4DB24R/4"
"House of Tartan", "2362", "STA P", "Clan", "Fraser Gathering Dress", "RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;XR=C80000BASIC RED;G=006818GREEN;CW=FCFCFCCLEAR;AW=E8CCB8ANC WHITE;W=E0E0E0WHITE; G/4W48G4RB10DG8G22DG4RB24XR/4"
"House of Tartan", "2363", "STA P", "Trade", "Fraser Gathering Hunting", "DB=202060DARK BLUE;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE; W/4DG48LG4DB10DG8LG22DG4DB24R/4"
"House of Tartan", "1659", "STA P", "Clan", "Fraser Hunting", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/6T36G20T4B20T4B20T4G20T36W/6"
"House of Tartan", "603", "STA P", "Clan", "Fraser Hunting Dress", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/8T48G34T6W36T6W36T6G34T48R/8"
"House of Tartan", "528", "STA P", "Clan", "Fraser of Altyre", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R4G80R4B4R4B9R9B80R4B4R89B4R/9"
"House of Tartan", "391", "STA P", "Clan", "Fraser of Lovat", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/2R2B24G24R32W4R32G24R2B2R2B/32"
"House of Tartan", "1424", "STA P", "Clan", "Fraser Red", "DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; R/2DB12R2DG12R24W/2"
"House of Tartan", "1427", "STA P", "Clan", "Fraser Red Dress", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/8R20W50G38R8B36R/8"
"House of Tartan", "1709", "STA P", "Yellow", "Fraser", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4W4Y54G28Y4B28Y/4"
"House of Tartan", "1865", "STA P", "Portrait", "Frazer Major", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R36W4R10W4G26W4G26W4R10W4G26W4G26W/4"
"House of Tartan", "96", "STA P", "District", "Fredericton", "A=5C8CA8AZURE;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/6A2W18R12G10A4W4A4W4A4G24Y/4"
"House of Tartan", "2205", "STA P", "Family", "Fulton", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;Y=D09800M YELLOW;R=C80000RED; DR/8K4G34R12G12R12G30R40Y/6"
"House of Tartan", "10690", "STA P", "Name", "G P Bathija (Shikarpur, Sindh)", "R=CA2625BRIGHT SCARLET;B=5F749CBALMORAL BLUE;W=F9F5EFPEROXIDE WHITE;G=649848ROSS GREEN;DR=A32D18AMERICAN RUST;Y=F8E38CCANARY YELLOW; W/2R42B16DR16B8G36Y/8"
"House of Tartan", "6490", "STA R", "Corporate", "G8 Summit", "DR=880000DARK RED;YY=FCCC00YELLOW-BASIC;DW=B8B8B8OFF WHITE;W=E0E0E0WHITE;DB=202060DARK BLUE;WG=408060WTHRD GREEN;P=780078PURPLE;R=C80000RED; P8WG18DB4R4DB100DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB100R4DB4WG18"
"House of Tartan", "3176", "STA P", "Clan", "Galbraith", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; K/4G24K24R2B24W/4"
"House of Tartan", "10053", "STA P", "Name", "Gallacher, A.J.", "R=C80000RED;DR=880000DARK RED;K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;LRB=1474B4BALMORAL BLUE; G/4K10DR31R31W8LRB1W7LRB2W6LRB3W5LRB4W4LRB5W3LRB6W2LRB7W1G/7"
"House of Tartan", "4053", "STA P", "Fashion", "Gallagher Irish", "AG=008C54ANC GREEN;CLR=DC6854CORAL;DB=202060DARK BLUE;DG=003820DARK GREEN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;GN=406054GREEN GREY;DBG=005448DARK BLUE GREE; DB/8DBG82LT8AG8LT8AG18CLR36LT8W/8"
"House of Tartan", "1571", "STA P", "District", "Gallowater New", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/10K32A14P32W2G42Y/10"
"House of Tartan", "1025", "STA P", "District", "Gallowater Old", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW; Y/10G40P19A10K/19"
"House of Tartan", "1469", "STA R", "District", "Galloway", "DG=003820DARK GREEN;LY=C4BC68LGT YELLOW;LG=289C18LIGHT GREEN;R=C80000RED;HG=285800; DG40HG4LY6HG4DG64HG64DG4R6DG4HG64DG24"
"House of Tartan", "850", "STA P", "District", "Galloway Dress", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/4R2B32R32B2Y/4"
"House of Tartan", "1482", "STA P", "Family", "Galt Sir Alexander..", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/8G44K32Y4K6W6K4B40R16K4R8K2W/4"
"House of Tartan", "10693", "STA P", "Name", "Galvez-Brown", "NB=212160NAVY BLUE;DY=FFB90FDARK YELLOW;DR=E3170DDARK RED;R=FF0000RED;DP=551A8BDARK PURPLE;W=FFFFFFWHITE; NB/72DY10DR24R18DP10W24DY/14"
"House of Tartan", "2254", "STA P", "County", "Galway Irish", "LYT=C48800DIJON;NG=446844HOLLY;NB=141C50OXFORD;SR=B84820TERRACOTTA; SR/8NG26SR6NB8SR6NB6SR80NB6SR4LYT/8"
"House of Tartan", "10664", "STA P", "Name", "Gamba Tuscany Fife", "R=E01C18BRT SCARLET;W=E8E8E8PEROX;DG=004830K GREEN;G=006840FS GREEN;B=105088FS BLUE; DG/10R6G60B60W/6"
"House of Tartan", "597", "STA P", "Family", "Gammell", "DB=202060DARK BLUE;DT=441800DARK BROWN;G=006818GREEN;WR=901C38MARROON; DB/64DT6DB6DT6DB6DT20G48WR/6"
"House of Tartan", "7564", "STA P", "Clan/Family", "Gandy of Myrton", "NB=003C64NAVY BLUE;B=2C2C80BLUE;K=101010BLACK;W=E0E0E0WHITE;R=C80000RED;LRB=1474B4BALMORAL BLUE;A=5C8CA8AZURE; NB/20A20K20NB40W10R/28"
"House of Tartan", "8248", "STA P", "Check", "Gangs of New York Fashion", "R=C80000RED;W=F8E8D8WHITE;K=101010BLACK; R/4W40R10W4K40W/10"
"House of Tartan", "564", "STA P", "Personal", "Gary", "K=101010BLACK;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/4R2K8Y4K24Y16K24Y4K8Y2W/4"
"House of Tartan", "176", "STA P", "Clan", "Gayre Arisaidh", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/40G10K10W44B10W44K4Y4K4R12G8W8G6R8K4Y/4"
"House of Tartan", "161", "STA P", "Clan", "Gayre Dress", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; A/28G8K8W8G24A8G24W8K8R12G8W8G6A8K/8"
"House of Tartan", "165", "STA P", "Clan", "Gayre Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;N=888888GREY;R=C80000RED; B/32G8K8N44B10N44K6R10G8N8G8R8K/8"
"House of Tartan", "6013", "STA P", "Fashion", "Gem", " "
"House of Tartan", "3213", "STA P", "Clan", "Gemmell", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/16K4B4K4B4K20G24K4G24K24B12W4R4W/4"
"House of Tartan", "4125", "STA R", "Clan/Family", "Gemmell", "LB=2888C4LIGHT BLUE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE; LB32K4LB4K4LB4K20G24K4G24K20RB12LB4DR4LB4DR4LB4RB12K20G24K4G24K20LB4K4LB4K4"
"House of Tartan", "1853", "STA P", "Family", "George Brown", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4R6K8R16G50R8K30B58Y/6"
"House of Tartan", "794", "STA P", "District", "Georgia", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED; G/72K4G4K4G6K24A20R/40"
"House of Tartan", "7017", "STA P", "Fashion", "German American (Fashion) American", "GO=BC8C00DARK GOLD;K=101010BLACK;DR=880000DARK RED;R=C80000RED;B=2C2C80BLUE;W=F8F4D8WHITE; DR/4K4GO3K4DR54R5K54DR4K3B9K2W/4"
"House of Tartan", "7016", "STA P", "Fashion", "German Heritage (Fashion) American", "DR=880000DARK RED;GO=BC8C00DARK GOLD;K=101010BLACK;R=C80000RED; GO/4K2DR8K4DR3K4DR64R5K63DR4K4DR8K2GO/4"
"House of Tartan", "2164", "STA P", "Family", "Gibbs Gibson", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4G32W2B4W2Y6W4Y6W2B4W2R32K/4"
"House of Tartan", "7575", "STA P", "Fashion", "Gigha Cherry", "XR=A40000BASIC RED;W=F0E0C8WHITE;DR=880000DARK RED;R=C80000RED; DR/8W4DR2W36DR36XR36R6XR/8"
"House of Tartan", "7603", "STA P", "Fashion", "Gigha Green", "W=F0E0C8WHITE;DG=003820DARK GREEN;G=38885CGREEN;Y=E8D468YELLOW;B=2C2C80BLUE; B/8W4B2W36DG36G36Y6G/8"
"House of Tartan", "7582", "STA P", "Fashion", "Gigha Lilac", "W=F0E0C8WHITE;P=640064PURPLE;DWR=800028DARK RUBY;LVP=9874A8LGT VIOLET;G=006818GREEN; DWR/8W4DWR2W36P36LVP36G6LVP/8"
"House of Tartan", "1361", "STA P", "Family", "Gillespie", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;XR=C80000BASIC RED;W=E0E0E0WHITE;DY=E8C000GOLD; XR/52A4K12DY4G16XR4K8A4W/4"
"House of Tartan", "309", "STA P", "Clan", "Gillies", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/64K24B24G12R12G36K4Y/6"
"House of Tartan", "934", "STA P", "Clan", "Gillies Blue Dress", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/4W8G4W56K26A20Y10A32K4R/14"
"House of Tartan", "639", "STA P", "Clan", "Gillies Dress Red", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4W8A4W48K24R16G10R30K4Y/12"
"House of Tartan", "1137", "STA P", "Fancy", "Gipsy", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; K/2R2B10R2W2R2K10R2K/2"
"House of Tartan", "534", "STA P", "District", "Glasgow", "B=2C2C80BLUE;G=006818GREEN;LR=D46868ROSE; LR/20G28LR6B28LR20G28LR6B/8"
"House of Tartan", "4993", "STA R", "Fancy", "Glasgow", "ET=4C0000EARTH;DW=B8B8B8OFF WHITE;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;N=888888GREY;WW=FCFCFCWILSON WHITE; LN6N6WW30DR36LN30DR6N32DR6LN30DR36WW30N6"
"House of Tartan", "2052", "STA P", "Corporate", "Glasgow Academy", "K=101010BLACK;DB=202060DARK BLUE;P=780078PURPLE; DB/22K3DB3K3DB3K22P22K4P22K22DB22K4DB/4"
"House of Tartan", "2418", "STA P", "Corporate", "Glasgow Caledonian University", "K=101010BLACK;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE; R/6K60LB16W2K18W4K18W2LB16K60R4K/10"
"House of Tartan", "4996", "STA P", "Corporate", "Glasgow Cathedral", "B=00248CST AND B;G=007800GREEN;P=780078MAGENTA;Y=C88C00YELLOW;K=000000BLACK;DW=C8C8C8WHITE;SB=788CB4AZURE;HP=64008CPURPLE;DB=000050MOD BLUE; DB/4Y4P6G40P40DB20B4DB20P6G/36"
"House of Tartan", "594", "STA P", "Corporate", "Glasgow Celtic Society", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; B/16T6B6T6B6T6B8G8K6G6K6G6K6G26R16G8B6K/12"
"House of Tartan", "515", "STA P", "District", "Glasgow, City of", "R=C80000RED;G=006818GREEN;P=780078PURPLE;HG=285800HUNTING GREEN;DP=440044DARK PURPLE HG/56R8DP50R44HG54R8DP/4"
"House of Tartan", "2680", "STA R", "Corporate", "Glasgow, University of", "K=101010BLACK;B=2C2C80BLUE;GO=BC8C00DARK GOLD;G=006818GREEN;W=E0E0E0WHITE; B4W4K4GO4K14G8B44K4B44G8K14GO4K4W4"
"House of Tartan", "2090", "STA P", "Artefact", "Glen Affric Fragment", "K=101010BLACK;G=006818GREEN;DW=B8B8B8OFF WHITE;R=C80000RED; K/4G4DW20G4DW14G4DW14G4DW10G4R28DW2G/4"
"House of Tartan", "636", "STA P", "Trade", "Glen App", "P=780078PURPLE;T=480800UMBER;W=E0E0E0WHITE; P/74W18P6T18W/6"
"House of Tartan", "915", "STA P", "Trade", "Glen Boig", "T=604000BROWN;DT=441800DARK BROWN;OG=5C6428OLIVE GREEN; OG/74T18OG6DT18T/6"
"House of Tartan", "1748", "STA P", "Trade", "Glen Clova", "T=604000BROWN;LT=A08858LIGHT BROWN;LT=603030LIGHT UMBER;UT=480800UMBER;W=E0E0E0WHITE; LT/4LT12T4LT12T24T4W4T4LT4T12T8LT/78"
"House of Tartan", "1243", "STA P", "Trade", "Glen Coe", "K=101010BLACK;DG=003820DARK GREEN;W=E0E0E0WHITE; K/74W18K6DG18W/6"
"House of Tartan", "1909", "STA P", "Canadian", "Glen Erin", "B=2C2C80BLUE;T=604000BROWN;DB=202060DARK BLUE;G=006818GREEN;LG=289C18LIGHT GREEN;R=C80000RED; DB/32G16B16G16DB32R6T6LG/6"
"House of Tartan", "2369", "STA R", "Restricted", "Glen Flesk Fashion", "K=101010BLACK;T=604000BROWN;DG=003820DARK GREEN;LN=C0C0C0LIGHT GRAY;LT=A08858LIGHT BROWN; DG4LN4DG4LN8K8LN8K8LN8K8LN8LT4LN4LT4LN4LT4LN8K8LN8K8LN8K8LN8DG4LN4"
"House of Tartan", "23", "STA P", "District", "Glen Lyon", "K=101010BLACK;G=006818GREEN;R=C80000RED; K/12G10R/4"
"House of Tartan", "24", "STA P", "District", "Glen Lyon or Mull (No.53)", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN; A/4G6K/10"
"House of Tartan", "635", "STA P", "Trade", "Glen Moy", "DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE; DB/74W18DB6R18W/6"
"House of Tartan", "1293", "STA P", "Moy", "Glen", "K=101010BLACK;DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;W=E0E0E0WHITE; LN/98DN12K16W5K5W5K5DN28LN16K5LN16W/6"
"House of Tartan", "812", "STA P", "District", "Glen Orchy or MacIntyre", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/4K4R6G36R6B12A2R8G12R4B36R6G4K/4"
"House of Tartan", "1662", "STA P", "Trade", "Glen Shee", "T=604000BROWN;SCR=A00048CRIMSON;G=006818GREEN; SCR/74T18SCR6G18T/6"
"House of Tartan", "2076", "STA P", "District", "Glen Tilt", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4G4R4G56R4B24R44G4R4W/4"
"House of Tartan", "914", "STA P", "District", "Glen Trool", "T=604000BROWN;DG=003820DARK GREEN;R=C80000RED; DG/74T18DG6R18T/6"
"House of Tartan", "2015", "STA R", "District", "Glenaladale Plaid", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B56R52W4B10W4R52G56R10W4R10"
"House of Tartan", "2293", "STA P", "Corporate", "Glendronach", "SCR=A00048CRIMSON;DOG=604000DARK OLIVE;DY=E8C000GOLD;W=E0E0E0WHITE;Y=E8C000YELLOW; DOG/42SCR4W2DY6SCR4DOG10SCR42DY2Y2DY2SCR2DOG/16"
"House of Tartan", "2107", "STA P", "Corporate", "Gleneagles Group", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;WR=680028WINE RED; WR/2B12WR10G12T2G12WR/10"
"House of Tartan", "2545", "STA P", "Corporate", "Gleneil", "K=101010BLACK;G=006818GREEN;MY=D09800M YELLOW;SR=A03400SIENNA; K/4SR4K2SR36G48K2G4MY/4"
"House of Tartan", "2111", "STA P", "Corporate", "Glenfalloch", "M=901C38MARROON;NB=003C64NAVY BLUE;LR=D05054ROSE;BG=0098A0TEAL;W=E0E0E0WHITE; NB/8LR2NB24W2LR8W2BG8W2M8BG24NB2W/4"
"House of Tartan", "1144", "STA P", "Corporate", "Glengoyne Distillery", "K=101010BLACK;B=2C2C80BLUE;H=006428BOTTLE;DY=E8C000GOLD;W=E0E0E0WHITE; B/22K6B6K6B6K18H18K2DY6K2H18K18B18K2W/6"
"House of Tartan", "193", "STA P", "Corporate", "Glenlivet", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; B/6G12T35G13B6G75R6G/18"
"House of Tartan", "1663", "STA P", "Corporate", "Glenmorangie Check", "LT=603030LIGHT UMBER;R=C80000RED;T=480800UMBER; T/10LT20R/10"
"House of Tartan", "5041", "STA P", "Fashion", "Glenmore Green", "K=101010BLACK;DT=441800DARK BROWN;FG=C0A490FADED GREEN;OG=407C40OLIVE GREEN;W=F0F0D8WHITE;DCR=A00048CRIMSON;FB=506C6CFADED BLUE; W/4FG6FB4FG6OG16FB6W4FB6DCR4FB20W/76"
"House of Tartan", "1297", "STA P", "Trade", "Glenshee", "DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;R=C80000RED;W=E0E0E0WHITE; DN/12LN4R8W4R/48"
"House of Tartan", "1097", "STA P", "Corporate", "Glenturret", "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;Y=E8C000YELLOW; K/6G28K28G4DB30Y/4"
"House of Tartan", "7072", "STA P", "Corporate", "Golden Broom (Corporate)", "CLR=E87878CORAL;K=101010BLACK;R=C80000RED;LR=E08070ROSE;WG=5CAC84WTHRD GREEN;LB=648894LIGHT BLUE;Y=E8C000YELLOW;DR=980000DARK RED; CLR/18K2DR38K2WG38K4LB8K4CLR16K2DR38WG12Y6WG/24"
"House of Tartan", "10698", "STA P", "Corporate", "GOLF (Wonderland Publications)", "K=101010BLACK;P=AA00FFPURPLE;G=008B00GREEN; K/20P6K12G2K12G2K12G4K/12"
"House of Tartan", "214", "STA P", "Regimental", "Gordon", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; B/24K4B4K4B4K24G24Y4G24K24B24K4B/4"
"House of Tartan", "294", "STA P", "Dress", "Gordon", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/8K8B20K20G26Y6G26K20W8B8W32B4W/6"
"House of Tartan", "1831", "STA P", "Trade", "Gordon Dress (Variation)", "K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8K4W32K8W8K74G24K8Y/8"
"House of Tartan", "2944", "STA P", "design", "Gordon Dress MINI", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/4K6B10K20G4Y3G4K20W4B4W20B2W/3"
"House of Tartan", "955", "STA P", "Portrait", "Gordon of Abergeldie (Red..)", "K=101010BLACK;G=006818GREEN;LP=B468ACMAUVE;XR=C80000RED;W=E0E0E0WHITE;DY=E8C000YELLOW; G/36DY2LP12K2W2XR/40"
"House of Tartan", "1064", "STA P", "Family", "Gordon of Esslemont", "K=101010BLACK;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW; K/8P46K46G44Y6G6Y/12"
"House of Tartan", "215", "STA P", "Clan/Family", "Gordon Old", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; B/56K2B2K2B6K24G48Y2G2Y4G2Y2G48K24B36K2B/8"
"House of Tartan", "652", "STA P", "Family", "Gordon Red..", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;LR=D05054ROSE;S=C8002CSCARLET;W=E0E0E0WHITE; P/32W4LR14W4K28A12W4P30W4G34A12G12S16K12S16K/4"
"House of Tartan", "190", "STA P", "Corporate", "Gordonstoun", "A=5C8CA8AZURE;B=2C2C80BLUE;SCR=A00048CRIMSON;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;Y=E8C000YELLOW; A/4DG4SCR4DG30SCR4LG16SCR16A4B16SCR4LG30Y/6"
"House of Tartan", "1390", "STA P", "Clan", "Gow", "B=2C2C80BLUE;DG=003820DARK GREEN;R=C80000RED; R/16DG16R4B16R/16"
"House of Tartan", "1893", "STA R", "Family", "Gow Hunting", "K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B48DB12B48K48G48K4Y12K4G48K4R4K4G48K48"
"House of Tartan", "1141", "STA P", "Family", "Grady Highlands", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; K/72R6B6R6K16B46R36G6R/6"
"House of Tartan", "3243", "STA R", "Brodie", "Graeme", "HT=501400HUNTING BROWN;DN=5C5C5CDARK GREY;R=C80000RED;T=480800UMBER;DR=880000DARK RED;K=101010BLACK;ET=4C0000EARTH;DT=4C2424DARK UMBER; DR2K38DT8DR8R2DT6DR4DT6K74DT4DN4DT4K74DT6DR4DT6R2DR8DT8K38DR2"
"House of Tartan", "698", "STA P", "Clan", "Graham of Menteith", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN; G/36A4G8K28B24K/6"
"House of Tartan", "1044", "STA P", "Clan", "Graham of Montrose", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; K/4B16K16G16W4G16K/16"
"House of Tartan", "2151", "STA R", "Trade", "Grampian", "NB=003C64NAVY BLUE;S=C8002CSCARLET;SB=A8ACE8SKY BLUE;WG=408060WTHRD GREEN; NB30SB30WG6S4WG52S4WG6SB30NB52S4NB6SB8NB6S4NB22"
"House of Tartan", "1058", "STA P", "Corporate", "Grampian T.V.", "K=101010BLACK;B=2C2C80BLUE;W=E0E0E0WHITE; K/10B2K10B14W/4"
"House of Tartan", "5776", "STA R", "Weavers", "Grand Lodge of Scotland Corporate", "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;Y=E8C000YELLOW; Y2DG42K12DG2K2B2K12B2K4B2K12B2K2DG2K12DG36"
"House of Tartan", "2198", "STA P", "Corporate", "Grandfather Mountain Games American", "SW=B0B0B0SOFT WHITE;WB=000048BLUE;KK=000000BLACK;NN=606060MEDIUM GREY;WG=044028GREEN;WS=C80000SCARLET; SW/4WB40KK4NN22KK4WG40WS/6"
"House of Tartan", "2226", "STA P", "Family", "Granger", "WW=E8E8E8WHITE;AK=1C1C1CANC BLACK;AGG=00643CANC GREEN;NB=003C64NAVY BLUE;GG=005028GREEN; W/8G34K42B24K8B/80"
"House of Tartan", "7459", "STA P", "Fashion", "Granite City (Silver Granite)", "LG=716D61LIGHT GREY;K=1E1A10BLACK;DG=413C2EGRANITE;N=4D4A40GREY K/6N6K6N42DG42K6LG/2"
"House of Tartan", "311", "STA P", "Clan", "Grant Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/22K4B4K4B4K22G22R4G6K2Y/6"
"House of Tartan", "1844", "STA P", "Artifact", "Grant of Acharrow", "B=2C2C80BLUE;G=006818GREEN;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE; W/12R4W76G16B12W4B4W4LT28R14G4R6W/4"
"House of Tartan", "2149", "STA P", "Clan", "Grant of Ballindalloch", "G=006818GREEN;LB=2888C4LIGHT BLUE;NB=003C64NAVY BLUE;R=C80000RED; R/10NB6R6NB10R24LB10R6NB20R6G6R6G32R6NB10R/10"
"House of Tartan", "527", "STA P", "Artifact", "Grant of Lurg", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R50G20R4B20R/4"
"House of Tartan", "1497", "STA P", "Clan", "Grant of Monymusk", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/24G6R24K18R10B32R8G32R6G32R6G32R/24"
"House of Tartan", "1496", "STA P", "Artifact", "Grant of Rothiemurchus", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/2G2R64B64R16G2R2G2R16G64R64G2R/2"
"House of Tartan", "1384", "STA P", "Clan", "Grant or Drummond", "B=2C2C80BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED; R/12B2R4B4R64LB4R4B16R4G4R4G48R4B4R/12"
"House of Tartan", "1385", "STA P", "Clan", "Grant or New Bruce", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED; R/12P2R4P4R39A2R4P11R6G4R6G45R4P4B/10"
"House of Tartan", "10010", "STA P", "Personal", "Grassi", "K=101010BLACK;DN=5C5C5CDARK GREY;N=888888GRAY;P=780078PURPLE; N/6K2DN24K6DN4K120N4DN4P/6"
"House of Tartan", "2130", "STA P", "Family", "Gray", "G=006818GREEN;N=888888GREY;WR=680028WINE RED; WR/6N60G16WR4G4WR4G4WR16N14WR/4"
"House of Tartan", "1079", "STA P", "Family", "Gray Hunting", "K=101010BLACK;DCR=A00048CRIMSON;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE; K/6W2G58N16DCR4N4DCR4N4DCR16G14K/4"
