"Source", "Source ID", "Category", "Name", "Threadcount" 
"House of Tartan", "7565", "Personal", "Fettes", "K=101010BLACK;NB=003C64NAVY BLUE;LP=C49CD8LGT VIOLET;PB=9050D8PURPLEBLUE;W=E0E0E0WHITE;R=C80000RED; K/100NB6LP4R6W/2"
"House of Tartan", "836", "Family", "Fiddes", "K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED; G/24R22P24K2P2K2R64P16G16P16G16R64K2P2K2P24R22G/24"
"House of Tartan", "790", "District", "Fife Duke of..", "K=101010BLACK;G=006818GREEN;R=C80000RED; G/64K12G8K16R2K/4"
"House of Tartan", "10659", "Corporate", "Filipino American", "B=2C2C80BLUE;R=C80000RED;K=101010BLACK;DG=003820DARK GREEN;Y=E8C000YELLOW;W=E0E0E0WHITE;P=780078PURPLE; K/8R6K20DG16P6DG16B32W8Y4W8R/60"
"House of Tartan", "1860", "Artifact", "Finzean's Fancy", "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4SCR2R108K8W4G56Y24R12K4R12Y24A56K12R12Y16W/10"
"House of Tartan", "1818", "Family", "Fitzgerald", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4K2R6A6R6SCR6R24SCR6R6B6R6B38Y6G38R6B6R6SCR6R24SCR6R6A6R6K2W/4"
"House of Tartan", "1419", "Family", "Fitzgerald Blue Irish", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; R/6B42R6B6K26B26A6B6W/4"
"House of Tartan", "1336", "Family", "Fitzgerald Hunting", "A=5C8CA8AZURE;K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;LV=C49CD8LGT VIOLET;R=C80000RED;W=E0E0E0WHITE; R/2LV6G24DB8R4DB8K26DB26A6DB6W/4"
"House of Tartan", "766", "Family", "Fitzpatrick Irish", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; G/4K32B4K32G32Y8G12Y4G/20"
"House of Tartan", "6805", "Corporate", "Flaumandrum", "K=101010BLACK;XR=C00000RED;DR=880000DARK RED;N=888888GRAY;DY=E8C000YELLOW;DN=5C5C5CDARK GREY;DY=E8C000GOLD; DN24K4DN4K4DN4K24DR24K2DY4K2DR24K24DN24K2XR4K2DN24K24DR24K2DY4K2DR24K24DN4K4DN4K4"
"House of Tartan", "2531", "Commemorative", "Fleming", "W=E0E0E0WHITE;DY=E8C000YELLOW;K=101010BLACK;B=2C2C80BLUE; B32K6B6K6B6K32B34K4DY8K4B34K32B34K4W8K4B34K32B34K4DY8K4B34K32B6K6B6K6"
"House of Tartan", "257", "Clan", "Fletcher", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12K2B12K16R2G16K/4"
"House of Tartan", "272", "Clan", "Fletcher of Dunans", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12K2B12K16R2G16R/4"
"House of Tartan", "217", "Artifact", "Flora MacDonald Plaid", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/48K8B8K8B8K44G28R8G8R8G16K2W12K2G16R8G8R8G28K44B36R48B36K44B48W12B48K44B8K8B8K8B/48"
"House of Tartan", "2059", "Commemorative", "Flower of Scotland", "AG=00643CANC GREEN;AR=E86000ANC RED;K=101010BLACK;BR=2C2C80BLUE;FSB=40649CFS BLUE;WG=4C8060WTHRD GREEN; FSB/4AG28FSB4K16FSB28AR/4"
"House of Tartan", "20599", "MINI", "Flower of Scotland", "AG=00643CANC GREEN;AR=E86000ANC RED;K=101010BLACK;BR=2C2C80BLUE;FSB=40649CFS BLUE;WG=4C8060WTHRD GREEN; FSB/2AG14FSB2K8FSB14AR/2"
"House of Tartan", "1376", "Artifact", "Follower's Plaid", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/96A16K20Y4K6W4G50R20K6R6W/4"
"House of Tartan", "211", "Clan", "Forbes", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/16K2B4K2B4K12G16K2W4K2G16K12B16K2B/4"
"House of Tartan", "212", "Clan", "Forbes Ancient", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/2K12B12K12G12K2W/2"
"House of Tartan", "293", "Clan", "Forbes Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/4K4B16K16G24K2W4K2G24K16W6B6W28B4W/4"
"House of Tartan", "592", "Artifact", "Forbes of Druminnor", "B=2C2C80BLUE;DT=4C2424DARK UMBER;G=006818GREEN;LT=603030LIGHT UMBER;T=480800UMBER;W=E0E0E0WHITE; B/4LT4B16DT8T4G16DT2W4DT2G16DT12B4LT4B4LT4B/12"
"House of Tartan", "2298", "Corporate", "Forbo Nairn", "R=C80000RED;B=2C2C80BLUE;DR=880000DARK RED;DB=202060DARK BLUE;K=101010BLACK;G=006818GREEN;A=5C8CA8AZURE; A8G32K28B48R8B48K28G32"
"House of Tartan", "829", "Family", "Forde Irish", "K=101010BLACK;DY=E8C000GOLD;G=006818GREEN;R=C80000RED; G/4K4DY4K8R4K4R4K8DY4G/64"
"House of Tartan", "6238", "District", "Forfar", "Y=E8C000YELLOW;WW=FCFCFCWILSON WHITE;DY=E8C000GOLD;R=C80000RED;BL=1474B4BALMORAL BLUE;A=5C8CA8AZURE;LT=A08858LIGHT BROWN;B=2C2C80BLUE A/6DY2A46WW40LT2WW8B44A8B8R2B8A8B44WW8LT2WW40A46DY/2"
"House of Tartan", "10694", "Name", "Forget Family (Yonne)", "R=CA2625BRIGHT SCARLET;G=124B24OLD GREEN;Y=E0A126GOLD; G/32Y4G32Y48R4Y/4"
"House of Tartan", "2384", "", "Forrester Tartan", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8B12W2B30R46G30Y2G12Y/8"
"House of Tartan", "2385", "Clan", "Forrester Hunting", "K=101010BLACK;G=006818GREEN;LG=289C18LIGHT GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; K/6Y4G36W6G36K6Y8K6LG36W/6"
"House of Tartan", "1122", "Clan", "Forsyth", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/8G44Y4K32B36R/8"
"House of Tartan", "699", "District", "Fort William", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;LG=289C18LIGHT GREEN; G/34A4LG4A4K42A4K6G60K4A4K/8"
"House of Tartan", "10695", "Name", "Fothergill, Baron of Kinross (P", "W=FFFFFFWHITE; LB=0000CDLIGHT BLUE; DB=000080DARK BLUE; R=FF0000RED; G=008B00GREEN; DG=006400DARK GREEN; N=666666GREY; W/50LB3W8LB8DB12R4DB12G16DG12N4W/4"
"House of Tartan", "7427", "Personal", "Four Quarters", "W=E0E0E0WHITE;P=780078PURPLE;Y=E8C000YELLOW;R=C80000RED;B=2C2C80BLUE;G=006818GREEN; W/14P4W2Y14W2P4W2R22W2P4W2B28W2P4W2G26W2P14W/14"
"House of Tartan", "1777", "Family", "Frame", "WR=840030WINE RED;B=2C2C80BLUE;R=C80000BASIC RED;W=E0E0E0WHITE; W/8B28R2B2W2B2R2B28R28B2R2W/2"
"House of Tartan", "2305", "Ger", "Franconian District", "RB=000064NAVY;G=007800GREEN;DR=8C0000RED;MY=C88C00YELLOW;DW=C8C8C8WHITE;SB=788CB4AZURE;K=101010BLACK;FSB=2474E8FS BLUE;WW=F8F8F8WILSON WHITE;Y=E8C000YELLOW;R=C80000RED; FSB10RB8G8RB8G44RB8G8RB8G8RB44R10RB10Y10RB44G8RB8G8RB8G44RB8G8RB8FSB10RB44G10R10G8WW10G8R10G14RB44"
"House of Tartan", "616", "Clan", "Fraser Arisaid", "NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED; NB/6W4NB20WR20W64WR20W4NB6W4NB/28"
"House of Tartan", "2361", "Trade", "Fraser Gathering", "DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R48G4DB10R8G22R4DB24R/4"
"House of Tartan", "2362", "Clan", "Fraser Gathering Dress", "RB=1C0070ROYAL BLUE;DG=003820DARK GREEN;XR=C80000BASIC RED;G=006818GREEN;CW=FCFCFCCLEAR;AW=E8CCB8ANC WHITE;W=E0E0E0WHITE; G/4W48G4RB10DG8G22DG4RB24XR/4"
"House of Tartan", "2363", "Trade", "Fraser Gathering Hunting", "DB=202060DARK BLUE;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE; W/4DG48LG4DB10DG8LG22DG4DB24R/4"
"House of Tartan", "1659", "Clan", "Fraser Hunting", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/6T36G20T4B20T4B20T4G20T36W/6"
"House of Tartan", "603", "Clan", "Fraser Hunting Dress", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/8T48G34T6W36T6W36T6G34T48R/8"
"House of Tartan", "528", "Clan", "Fraser of Altyre", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R4G80R4B4R4B9R9B80R4B4R89B4R/9"
"House of Tartan", "391", "Clan", "Fraser of Lovat", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/2R2B24G24R32W4R32G24R2B2R2B/32"
"House of Tartan", "1424", "Clan", "Fraser Red", "DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; R/2DB12R2DG12R24W/2"
"House of Tartan", "1427", "Clan", "Fraser Red Dress", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/8R20W50G38R8B36R/8"
"House of Tartan", "1709", "Yellow", "Fraser", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4W4Y54G28Y4B28Y/4"
"House of Tartan", "1865", "Portrait", "Frazer Major", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4R36W4R10W4G26W4G26W4R10W4G26W4G26W/4"
"House of Tartan", "96", "District", "Fredericton", "A=5C8CA8AZURE;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/6A2W18R12G10A4W4A4W4A4G24Y/4"
"House of Tartan", "2205", "Family", "Fulton", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;Y=D09800M YELLOW;R=C80000RED; DR/8K4G34R12G12R12G30R40Y/6"
"House of Tartan", "10690", "Name", "G P Bathija (Shikarpur, Sindh)", "R=CA2625BRIGHT SCARLET;B=5F749CBALMORAL BLUE;W=F9F5EFPEROXIDE WHITE;G=649848ROSS GREEN;DR=A32D18AMERICAN RUST;Y=F8E38CCANARY YELLOW; W/2R42B16DR16B8G36Y/8"
"House of Tartan", "6490", "Corporate", "G8 Summit", "DR=880000DARK RED;YY=FCCC00YELLOW-BASIC;DW=B8B8B8OFF WHITE;W=E0E0E0WHITE;DB=202060DARK BLUE;WG=408060WTHRD GREEN;P=780078PURPLE;R=C80000RED; P8WG18DB4R4DB100DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB2DW2DB100R4DB4WG18"
"House of Tartan", "3176", "Clan", "Galbraith", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; K/4G24K24R2B24W/4"
"House of Tartan", "10053", "Name", "Gallacher, A.J.", "R=C80000RED;DR=880000DARK RED;K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;LRB=1474B4BALMORAL BLUE; G/4K10DR31R31W8LRB1W7LRB2W6LRB3W5LRB4W4LRB5W3LRB6W2LRB7W1G/7"
"House of Tartan", "4053", "Fashion", "Gallagher Irish", "AG=008C54ANC GREEN;CLR=DC6854CORAL;DB=202060DARK BLUE;DG=003820DARK GREEN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;GN=406054GREEN GREY;DBG=005448DARK BLUE GREE; DB/8DBG82LT8AG8LT8AG18CLR36LT8W/8"
"House of Tartan", "1571", "District", "Gallowater New", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/10K32A14P32W2G42Y/10"
"House of Tartan", "1025", "District", "Gallowater Old", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW; Y/10G40P19A10K/19"
"House of Tartan", "1469", "District", "Galloway", "DG=003820DARK GREEN;LY=C4BC68LGT YELLOW;LG=289C18LIGHT GREEN;R=C80000RED;HG=285800; DG40HG4LY6HG4DG64HG64DG4R6DG4HG64DG24"
"House of Tartan", "850", "District", "Galloway Dress", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/4R2B32R32B2Y/4"
"House of Tartan", "1482", "Family", "Galt Sir Alexander..", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/8G44K32Y4K6W6K4B40R16K4R8K2W/4"
"House of Tartan", "10693", "Name", "Galvez-Brown", "NB=212160NAVY BLUE;DY=FFB90FDARK YELLOW;DR=E3170DDARK RED;R=FF0000RED;DP=551A8BDARK PURPLE;W=FFFFFFWHITE; NB/72DY10DR24R18DP10W24DY/14"
"House of Tartan", "2254", "County", "Galway Irish", "LYT=C48800DIJON;NG=446844HOLLY;NB=141C50OXFORD;SR=B84820TERRACOTTA; SR/8NG26SR6NB8SR6NB6SR80NB6SR4LYT/8"
"House of Tartan", "10664", "Name", "Gamba Tuscany Fife", "R=E01C18BRT SCARLET;W=E8E8E8PEROX;DG=004830K GREEN;G=006840FS GREEN;B=105088FS BLUE; DG/10R6G60B60W/6"
"House of Tartan", "597", "Family", "Gammell", "DB=202060DARK BLUE;DT=441800DARK BROWN;G=006818GREEN;WR=901C38MARROON; DB/64DT6DB6DT6DB6DT20G48WR/6"
"House of Tartan", "7564", "Clan/Family", "Gandy of Myrton", "NB=003C64NAVY BLUE;B=2C2C80BLUE;K=101010BLACK;W=E0E0E0WHITE;R=C80000RED;LRB=1474B4BALMORAL BLUE;A=5C8CA8AZURE; NB/20A20K20NB40W10R/28"
"House of Tartan", "8248", "Check", "Gangs of New York Fashion", "R=C80000RED;W=F8E8D8WHITE;K=101010BLACK; R/4W40R10W4K40W/10"
"House of Tartan", "564", "Personal", "Gary", "K=101010BLACK;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; P/4R2K8Y4K24Y16K24Y4K8Y2W/4"
"House of Tartan", "176", "Clan", "Gayre Arisaidh", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/40G10K10W44B10W44K4Y4K4R12G8W8G6R8K4Y/4"
"House of Tartan", "161", "Clan", "Gayre Dress", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; A/28G8K8W8G24A8G24W8K8R12G8W8G6A8K/8"
"House of Tartan", "165", "Clan", "Gayre Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;N=888888GREY;R=C80000RED; B/32G8K8N44B10N44K6R10G8N8G8R8K/8"
"House of Tartan", "6013", "Fashion", "Gem", " "
"House of Tartan", "3213", "Clan", "Gemmell", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/16K4B4K4B4K20G24K4G24K24B12W4R4W/4"
"House of Tartan", "4125", "Clan/Family", "Gemmell", "LB=2888C4LIGHT BLUE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE; LB32K4LB4K4LB4K20G24K4G24K20RB12LB4DR4LB4DR4LB4RB12K20G24K4G24K20LB4K4LB4K4"
"House of Tartan", "1853", "Family", "George Brown", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4R6K8R16G50R8K30B58Y/6"
"House of Tartan", "794", "District", "Georgia", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED; G/72K4G4K4G6K24A20R/40"
"House of Tartan", "7017", "Fashion", "German American (Fashion) American", "GO=BC8C00DARK GOLD;K=101010BLACK;DR=880000DARK RED;R=C80000RED;B=2C2C80BLUE;W=F8F4D8WHITE; DR/4K4GO3K4DR54R5K54DR4K3B9K2W/4"
"House of Tartan", "7016", "Fashion", "German Heritage (Fashion) American", "DR=880000DARK RED;GO=BC8C00DARK GOLD;K=101010BLACK;R=C80000RED; GO/4K2DR8K4DR3K4DR64R5K63DR4K4DR8K2GO/4"
"House of Tartan", "2164", "Family", "Gibbs Gibson", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4G32W2B4W2Y6W4Y6W2B4W2R32K/4"
"House of Tartan", "7575", "Fashion", "Gigha Cherry", "XR=A40000BASIC RED;W=F0E0C8WHITE;DR=880000DARK RED;R=C80000RED; DR/8W4DR2W36DR36XR36R6XR/8"
"House of Tartan", "7603", "Fashion", "Gigha Green", "W=F0E0C8WHITE;DG=003820DARK GREEN;G=38885CGREEN;Y=E8D468YELLOW;B=2C2C80BLUE; B/8W4B2W36DG36G36Y6G/8"
"House of Tartan", "7582", "Fashion", "Gigha Lilac", "W=F0E0C8WHITE;P=640064PURPLE;DWR=800028DARK RUBY;LVP=9874A8LGT VIOLET;G=006818GREEN; DWR/8W4DWR2W36P36LVP36G6LVP/8"
"House of Tartan", "1361", "Family", "Gillespie", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;XR=C80000BASIC RED;W=E0E0E0WHITE;DY=E8C000GOLD; XR/52A4K12DY4G16XR4K8A4W/4"
"House of Tartan", "309", "Clan", "Gillies", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/64K24B24G12R12G36K4Y/6"
"House of Tartan", "934", "Clan", "Gillies Blue Dress", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/4W8G4W56K26A20Y10A32K4R/14"
"House of Tartan", "639", "Clan", "Gillies Dress Red", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4W8A4W48K24R16G10R30K4Y/12"
"House of Tartan", "1137", "Fancy", "Gipsy", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; K/2R2B10R2W2R2K10R2K/2"
"House of Tartan", "534", "District", "Glasgow", "B=2C2C80BLUE;G=006818GREEN;LR=D46868ROSE; LR/20G28LR6B28LR20G28LR6B/8"
"House of Tartan", "4993", "Fancy", "Glasgow", "ET=4C0000EARTH;DW=B8B8B8OFF WHITE;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;N=888888GREY;WW=FCFCFCWILSON WHITE; LN6N6WW30DR36LN30DR6N32DR6LN30DR36WW30N6"
"House of Tartan", "2052", "Corporate", "Glasgow Academy", "K=101010BLACK;DB=202060DARK BLUE;P=780078PURPLE; DB/22K3DB3K3DB3K22P22K4P22K22DB22K4DB/4"
"House of Tartan", "2418", "Corporate", "Glasgow Caledonian University", "K=101010BLACK;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE; R/6K60LB16W2K18W4K18W2LB16K60R4K/10"
"House of Tartan", "4996", "Corporate", "Glasgow Cathedral", "B=00248CST AND B;G=007800GREEN;P=780078MAGENTA;Y=C88C00YELLOW;K=000000BLACK;DW=C8C8C8WHITE;SB=788CB4AZURE;HP=64008CPURPLE;DB=000050MOD BLUE; DB/4Y4P6G40P40DB20B4DB20P6G/36"
"House of Tartan", "594", "Corporate", "Glasgow Celtic Society", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; B/16T6B6T6B6T6B8G8K6G6K6G6K6G26R16G8B6K/12"
"House of Tartan", "515", "District", "Glasgow, City of", "R=C80000RED;G=006818GREEN;P=780078PURPLE;HG=285800HUNTING GREEN;DP=440044DARK PURPLE HG/56R8DP50R44HG54R8DP/4"
"House of Tartan", "2680", "Corporate", "Glasgow, University of", "K=101010BLACK;B=2C2C80BLUE;GO=BC8C00DARK GOLD;G=006818GREEN;W=E0E0E0WHITE; B4W4K4GO4K14G8B44K4B44G8K14GO4K4W4"
"House of Tartan", "2090", "Artefact", "Glen Affric Fragment", "K=101010BLACK;G=006818GREEN;DW=B8B8B8OFF WHITE;R=C80000RED; K/4G4DW20G4DW14G4DW14G4DW10G4R28DW2G/4"
"House of Tartan", "636", "Trade", "Glen App", "P=780078PURPLE;T=480800UMBER;W=E0E0E0WHITE; P/74W18P6T18W/6"
"House of Tartan", "915", "Trade", "Glen Boig", "T=604000BROWN;DT=441800DARK BROWN;OG=5C6428OLIVE GREEN; OG/74T18OG6DT18T/6"
"House of Tartan", "1748", "Trade", "Glen Clova", "T=604000BROWN;LT=A08858LIGHT BROWN;LT=603030LIGHT UMBER;UT=480800UMBER;W=E0E0E0WHITE; LT/4LT12T4LT12T24T4W4T4LT4T12T8LT/78"
"House of Tartan", "1243", "Trade", "Glen Coe", "K=101010BLACK;DG=003820DARK GREEN;W=E0E0E0WHITE; K/74W18K6DG18W/6"
"House of Tartan", "1909", "Canadian", "Glen Erin", "B=2C2C80BLUE;T=604000BROWN;DB=202060DARK BLUE;G=006818GREEN;LG=289C18LIGHT GREEN;R=C80000RED; DB/32G16B16G16DB32R6T6LG/6"
"House of Tartan", "2369", "Restricted", "Glen Flesk Fashion", "K=101010BLACK;T=604000BROWN;DG=003820DARK GREEN;LN=C0C0C0LIGHT GRAY;LT=A08858LIGHT BROWN; DG4LN4DG4LN8K8LN8K8LN8K8LN8LT4LN4LT4LN4LT4LN8K8LN8K8LN8K8LN8DG4LN4"
"House of Tartan", "23", "District", "Glen Lyon", "K=101010BLACK;G=006818GREEN;R=C80000RED; K/12G10R/4"
"House of Tartan", "24", "District", "Glen Lyon or Mull (No.53)", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN; A/4G6K/10"
"House of Tartan", "635", "Trade", "Glen Moy", "DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE; DB/74W18DB6R18W/6"
"House of Tartan", "1293", "Moy", "Glen", "K=101010BLACK;DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;W=E0E0E0WHITE; LN/98DN12K16W5K5W5K5DN28LN16K5LN16W/6"
"House of Tartan", "812", "District", "Glen Orchy or MacIntyre", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/4K4R6G36R6B12A2R8G12R4B36R6G4K/4"
"House of Tartan", "1662", "Trade", "Glen Shee", "T=604000BROWN;SCR=A00048CRIMSON;G=006818GREEN; SCR/74T18SCR6G18T/6"
"House of Tartan", "2076", "District", "Glen Tilt", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/4G4R4G56R4B24R44G4R4W/4"
"House of Tartan", "914", "District", "Glen Trool", "T=604000BROWN;DG=003820DARK GREEN;R=C80000RED; DG/74T18DG6R18T/6"
"House of Tartan", "2015", "District", "Glenaladale Plaid", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B56R52W4B10W4R52G56R10W4R10"
"House of Tartan", "2293", "Corporate", "Glendronach", "SCR=A00048CRIMSON;DOG=604000DARK OLIVE;DY=E8C000GOLD;W=E0E0E0WHITE;Y=E8C000YELLOW; DOG/42SCR4W2DY6SCR4DOG10SCR42DY2Y2DY2SCR2DOG/16"
"House of Tartan", "2107", "Corporate", "Gleneagles Group", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;WR=680028WINE RED; WR/2B12WR10G12T2G12WR/10"
"House of Tartan", "2545", "Corporate", "Gleneil", "K=101010BLACK;G=006818GREEN;MY=D09800M YELLOW;SR=A03400SIENNA; K/4SR4K2SR36G48K2G4MY/4"
"House of Tartan", "2111", "Corporate", "Glenfalloch", "M=901C38MARROON;NB=003C64NAVY BLUE;LR=D05054ROSE;BG=0098A0TEAL;W=E0E0E0WHITE; NB/8LR2NB24W2LR8W2BG8W2M8BG24NB2W/4"
"House of Tartan", "1144", "Corporate", "Glengoyne Distillery", "K=101010BLACK;B=2C2C80BLUE;H=006428BOTTLE;DY=E8C000GOLD;W=E0E0E0WHITE; B/22K6B6K6B6K18H18K2DY6K2H18K18B18K2W/6"
"House of Tartan", "193", "Corporate", "Glenlivet", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; B/6G12T35G13B6G75R6G/18"
"House of Tartan", "1663", "Corporate", "Glenmorangie Check", "LT=603030LIGHT UMBER;R=C80000RED;T=480800UMBER; T/10LT20R/10"
"House of Tartan", "5041", "Fashion", "Glenmore Green", "K=101010BLACK;DT=441800DARK BROWN;FG=C0A490FADED GREEN;OG=407C40OLIVE GREEN;W=F0F0D8WHITE;DCR=A00048CRIMSON;FB=506C6CFADED BLUE; W/4FG6FB4FG6OG16FB6W4FB6DCR4FB20W/76"
"House of Tartan", "1297", "Trade", "Glenshee", "DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;R=C80000RED;W=E0E0E0WHITE; DN/12LN4R8W4R/48"
"House of Tartan", "1097", "Corporate", "Glenturret", "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;Y=E8C000YELLOW; K/6G28K28G4DB30Y/4"
"House of Tartan", "7072", "Corporate", "Golden Broom (Corporate)", "CLR=E87878CORAL;K=101010BLACK;R=C80000RED;LR=E08070ROSE;WG=5CAC84WTHRD GREEN;LB=648894LIGHT BLUE;Y=E8C000YELLOW;DR=980000DARK RED; CLR/18K2DR38K2WG38K4LB8K4CLR16K2DR38WG12Y6WG/24"
"House of Tartan", "10698", "Corporate", "GOLF (Wonderland Publications)", "K=101010BLACK;P=AA00FFPURPLE;G=008B00GREEN; K/20P6K12G2K12G2K12G4K/12"
"House of Tartan", "214", "Regimental", "Gordon", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; B/24K4B4K4B4K24G24Y4G24K24B24K4B/4"
"House of Tartan", "294", "Dress", "Gordon", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/8K8B20K20G26Y6G26K20W8B8W32B4W/6"
"House of Tartan", "1831", "Trade", "Gordon Dress (Variation)", "K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8K4W32K8W8K74G24K8Y/8"
"House of Tartan", "2944", "design", "Gordon Dress MINI", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/4K6B10K20G4Y3G4K20W4B4W20B2W/3"
