"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"920","Scott (Walter Scott)","Scott (Sir Walter Scott) Personal Tartan WR1826","Smibert (1850) publishes this design which he says, ""..was produced for his own use by Sir Walter Scott in 1822, and that he wore it in private, in the form of a Lowland shepherd's plaid.""","Other","The source of tartan 1826 was: Sir Walter Scott. / Smibert (1850).","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=920.htm"
"921","Black Watch","Black Watch Ground Colour Tartan WR1827","The source of tartan 1827 was: Not attributed","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=921.htm"
"922","MacLeod","MacLeod Black & White Clan Tartan WR1828","The source of tartan 1828 was: W & A K Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=922.htm"
"923","Grant of Acharrow","Grant of Acharrow Clan Tartan WR1829","The source of tartan 1829 was: Lochcarron","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=923.htm"
"924","Wilson's No. 207","Wilson's No. 207 WR183","The source of tartan 183 was: Wilson's pattern book 1819","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=924.htm"
"925","MacPherson","MacPherson of Cluny Clan Tartan WR1830","The source of tartan 1830 was: Lyon Court","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=925.htm"
"926","Gordon","Gordon Dress Trade Tartan WR1831","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 1831 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=926.htm"
"927","MacPherson","MacPherson Burgundy Dress Clan Tartan WR1832","The source of tartan 1832 was: STS Collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=927.htm"
"928","Deeside","Deeside District Tartan WR1833","The source of tartan 1833 was: Dgn. Fenton Wynes","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=928.htm"
"929","Unidentified","Unidentified Plaid Artifact Tartan WR1834","1750","Other","The source of tartan 1834 was: Betty Thomas","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=929.htm"
"930","Jacobite","Jacobite General Tartan WR1835","This plate is taken from the manuscript of William and Andrew Smith's 'Authenticated Tartans of the Clans and Families of Scotland'. The Smith's sources included the findings of George Hunter, an Army clothier, who toured the Highlands in search of old tartans prior to 1822.","Other","The source of tartan 1835 was: Smith. Grant. Innes. The Setts.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=930.htm"
"931","Jacobite","Jacobite Universal Tartan WR1836","Jacobite tartans have been known since the Union of the Parliaments in 1707. It was worn by participants in the Jacobite Rebellion of 1715 and is historically associated with the Scots national identity. It is often worn by persons with no clan connection as an alternative to a District tartan.","Other","The source of tartan 1836 was: Highland Society of London","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=931.htm"
"932","MacKinnon","MacKinnon Clan Tartan WR1837","Threads estimated from McIan's illustration.","Other","The source of tartan 1837 was: McIan, 1845-7","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=932.htm"
"933","Largs","Largs Dress District Tartan WR1838","The source of tartan 1838 was: Glengarry's, Glasgow","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=933.htm"
"934","MacNeil","MacNeil Clan Tartan WR1839","Wilson's pattern book 4 (c.1847) calls this sett 'New MacNeil'. It is interesting to note the inclusion of red which appears in the Highland Society of London sample (c.1816) under the name MacNeil of Colonsay. The samples in D. W. Stewarts book of 1893 were specially woven in silk.","Other","The source of tartan 1839 was: Old and Rare.., D.W. Stewart","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=934.htm"
"935","Moray of Abercairney","Moray of Abercairney Clan Tartan WR184","The warp of the coat in the portrait of James Moray of Abercairney (c.1735)","Other","The source of tartan 184 was: Portrait 1735","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=935.htm"
"936","Essex","Essex County Ontario District Tartan WR1840","The Essex County district tartan was designed by Mrs Edyth Baker of Leamington, Ontario, Canada in 1983. She used colours representing the various industries of the region; agriculture, salt mining, car building and fishing. Azure blue symbolizes the sky and the water. The tartan was formally adopted by the Corporation of the County of Essex in 1984, and approved by the Leamington Council. The tartan is accredited by the Scottish Tartans Society. (STS archive)","Other","The source of tartan 1840 was: Dgn. Mrs Edyth Baker","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=936.htm"
"937","MacKinnon","MacKinnon Clan Tartan WR1841","The source of tartan 1841 was: Wilson's of Bannockburn","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=937.htm"
"938","MacKinnon","MacKinnon Clan Tartan WR1842","The source of tartan 1842 was: Logan","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=938.htm"
"939","Grant of Acharrow","Grant of Acharrow Artifact Tartan WR1843","The source of tartan 1843 was: Arisaid at Kingussie museum","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=939.htm"
"940","Grant of Acharrow","Grant of Acharrow Artifact Tartan WR1844","This tartan can be seen in the form of an Arisaid at Kingussie museum.","Other","The source of tartan 1844 was: Kingussie museum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=940.htm"
"941","Rothesay","Rothesay Red Family Tartan WR1845","The source of tartan 1845 was: Coulson Bonner collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=941.htm"
"942","Unidentified","Unidentified Plaid Artifact Tartan WR1846","The source of tartan 1846 was: STS Collection No 37/1","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=942.htm"
"943","MacPhee","MacPhee MacFie Clan Tartan WR1847","Registered by Lord Lyon on August 29th, 1991. MacPhies, MacFie, or MacDuffie held lands on the Isle of Colonsay until the mid seventeenth century but were later scattered by the clearances. They were the hereditary Keeper of the Records to the Lords of the Isles. The present Commander, Sandy MacPhie, lives in Queensland, Australia.","Other","The source of tartan 1847 was: W & A K Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=943.htm"
"944","Bruce","Bruce Clan Tartan WR1848","The design comes from the Vestiarium Scoticum, and is approved by Lord Bruce, Earl of Elgin. Much doubt has been cast on the authority of the Vestiarium, but in this case Lord Bruce believes he has independent evidence of the tartan dating back to 1571. The original document was a chart of the weavers threadcount which is now lost. The chart included black 'guards' on the yellow and white stripes and Lord Bruce has adopted this variation as his personal tartan.","Other","The source of tartan 1848 was: Vestiarium Scoticum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=944.htm"
"945","Stewart","Stewart Dress Artifact Tartan WR1849","A Wilson specimen.","Other","The source of tartan 1849 was: Smith Institute, Stirling","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=945.htm"
"946","Manx National","Manx National District Tartan WR185","These are the specifications supplied by the designer.","National","The source of tartan 185 was: Dgn. Miss Patricia McQuaid","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=946.htm"
"947","Hay","Hay or Stewart Clan Tartan WR1850","Similar to Victoria Stewart but with double red overcheck on the white.","Other","The source of tartan 1850 was: Wilson letters 1829-38","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=947.htm"
"948","Chattan","Chattan Chief Clan Tartan WR1851","Also known as Finzean's fancy. The record of the Lord Lyon states, 'Note - this tartan is specifically for the Chief of Clan Chattan and his immediate family.' Logan descibed this sett (without the chiefs extra white line) thus: 'The Chief also wears a particular tartan of a very showy pattern.' It is illustrated by Smith in 1850. Chief of the Clan Mackintosh Sir Aeneas Mackintosh of that Ilk, acknowledged this sett as the Clan tartan in 1816.","Other","The source of tartan 1851 was: Logan (1831)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=948.htm"
"949","Chattan","Chattan Clan Tartan WR1852","Wilson's 'Mackintosh Tartan' . Wilson also recorded patterns without the Chiefs extra white stripe.","Other","The source of tartan 1852 was: Wilson's of Bannockburn '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=949.htm"
"950","George Brown","George Brown Family Tartan WR1853","A tartan in a group produced by Sainthill-Levine & Co Ltd. under the title ""Founders of Confederation"" tartans","Other","The source of tartan 1853 was: Sainthill-Levine Co","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=950.htm"
"951","Connel","Connel Clan Tartan WR1854","Whether the Wallace, which is known to date from at least 1842, and the Connel tartan are related is uncertain, although the close similarity leads one to suspect that the later 'Connel' is based on the Wallace. The Connels and MacConnels are both claimed as septs of Clan Donald.","Other","The source of tartan 1854 was: Provost MacBean Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=951.htm"
"952","MacIver","MacIver Clan Tartan WR1855","Kith and Kin lists MacIvers in Argyll associated with Campbell, in Ross and Lewis with MacKenzie, and in Perthshire with Robertson. H. Whyte introduced tartans for many clan septs in his book, 'The Tartans of the Clans and Septs of Scotland' published by W & A.K. Johnston, Edinburgh, in 1906. There is no 'hunting' MacIver though the 'MacArthur' is sometimes mistakenly worn as such.","Other","The source of tartan 1855 was: W & A K Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=952.htm"
"953","Cree","Cree Clan Tartan WR1856","A branch of the Stewart clan from Galloway and the South West of Scotland.","Other","The source of tartan 1856 was: STS Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=953.htm"
"954","Unidentified","Unidentified Silk scarf Artifact Tartan WR1857","Warp","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=954.htm"
"955","Jacobite","Jacobite Silk sash Artifact Tartan WR1858","Early Jacobite?","Other","The source of tartan 1858 was: STS Collection No A/15","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=955.htm"
"956","Menzies","Menzies Clan Tartan WR1859","The Setts No: 196","Other","The source of tartan 1859 was: Vestiarium Scoticum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=956.htm"
"957","Manx National","Manx National District Tartan WR186","Thread count of the sample donated by Dr. D.G. Teall in 1987. Differs in threads only.","National","The source of tartan 186 was: Dgn. Miss Patricia McQuaid","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=957.htm"
"958","Finzean","Finzean Fancy Artifact Tartan WR1860","There is a sample woven in 1986 in the collection of the Scottish Tartans Society.","Other","The source of tartan 1860 was: The Stonehaven museum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=958.htm"
"959","Sommerville","Sommerville Family Tartan WR1861","The specimen in the Society's collection was obtained about 1930 from the firm J Johnston of Edinburgh. It was described at the time as a modern family tartan. The cloth archive also contains a sample from the Lochcarron weavers.","Other","The source of tartan 1861 was: Messrs J Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=959.htm"
"960","Unidentified","Unidentified Tartan 1862","The source of tartan 1862 was: Major G.L. Muirhead USA","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=960.htm"
"961","Manx","Manx Mannin Plaid Tartan WR1863","The source of tartan 1863 was: Dr. D.G. Teall","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=961.htm"
"962","Fraser","Fraser Portrait Tartan WR1864","Reconstructed, from a portrait, by the Scottish Tartans Society for Jacobite figures in Scotch Whisky Heritage Centre, Edinburgh, 1988.","Other","The source of tartan 1864 was: Painting of Major Frazer","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=962.htm"
"963","Fraser, Major","Fraser, Major WR1865","Reconstructed from portrait by the Scottish Tartan Society for Jacobite figures in Scotch Whisky Heritage Centre","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=963.htm"
"964","Hunter","Hunter Family Tartan WR1866","The pattern books of the old firm of weavers, Wilson's of Bannockburn, provide a reliable early source for this tartan. Wilson's were in business with a monopoly to supply tartan to the regiments in the second half of the 18th century before this pattern was recorded.","Other","The source of tartan 1866 was: Wilson's of Bannockburn '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=964.htm"
